코로나,219
삼부토건,46
언택트,40
유진투자증권,29
미래에셋대우,27
현대차,26
유니슨,22
셀트리온,17
하이닉스,16
전기차,14
삼성,13
카카오톡,13
디앤디,12
네이버,11
케이엠더블유,11
바이넥스,11
이노메트리,11
구글,10
씨젠,10
부영그룹,10
